대수,대별,대별 및 소속정당(단체),이름,이름(한자),자,호,생년월일,본관,출생지,학력 및 경력,종교 및 취미,저서,상훈,기타정보(사망일),회원정보 확인 헌정회 홈페이지 URL
20,20대의원,제20대국회의원(비례대표 ) 더불어민주당 ,이철희,李哲熙,null,null,1966년 03월 29일,null,null,"2010 ~ 2012  한신대학교 대학원 국가와시민사회 박사과정 수료 1988 ~ 1990  고려대학교 대학원 정치외교학 석사 1984 ~ 1988  고려대학교 정치외교학 학사 1980 ~ 1983  동인고등학교 1977 ~ 1980  동래중학교 1971 ~ 1977  금정초등학교  2019.10 ~  더불어민주당 검찰개혁특별위원회 위원 2019.08 ~ 2019.10  제20대 국회 예산결산특별위원회 위원 2019.07 ~ 제20대 국회 법제사법위원회 위원 2019.06 ~ 민주연구원 부원장 2019.03 ~ 2019.06  제20대 국회 운영위원회 간사 2019.01 ~ 2019.06  더불어민주당 원내수석부대표 2018.12 ~ 더불어민주당 여성폭력근절특별위원회 위원 2018.10 ~ 2019.08  제20대 국회 정치개혁특별위원회 위원 2018.07 ~ 2019.06  제20대 국회 운영위원회 위원 2018.07 ~ 2019.07  제20대 국회 과학기술정보방송통신위원회 위원 2018.07 ~ 2018.07  대법관 임명동의에 관한 인사청문특별위원회 위원 2018.05 ~ 2019.01  더불어민주당 원내기획부대표 2018.01 ~ 2018.06  제20대 국회 사법개혁 특별위원회 위원 2017.10 ~ 2019.01  더불어민주당 중앙당후원회 운영위원 2017.06 ~   더불어민주당 TK특별위원회 위원 2017.05  국무총리 임명동의에 관한 인사청문특별위원회 위원 2017.04 ~ 2017.05  제19대 대통령선거 더불어민주당 문재인 후보 중앙선거대책위원회 전략본부 부본부장 2017.03 ~  더불어민주당 을지키는민생실천위원회 운영위원 2017.02 ~ 더불어민주당 전국직능대표자회의 부의장 2016.11 ~ 더불어민주당 외교안보통일자문회의 위원 2016.07 ~ 국회 따뜻한 미래를 위한 정치기획 공동대표 2016.07 ~ 2017.06  제20대 국회 정치발전특별위원회 위원 2016.05 ~ 2018.05  제20대 국회 국방위원회 간사 2016.05 ~ 2016.08  더불어민주당 전국대의원대회준비위원회 당헌당규분과위원회 위원 2016.05 ~ 제20대 국회의원 (비례대표/더불어민주당) 2016.04 ~ 2016.08  더불어민주당 전략기획위원회 위원장 2016.04 ~ 2016.08  더불어민주당 법률지원대책위원회 위원 2016.03 ~ 2016.04  더불어민주당 중앙선거대책위원회 상황실장 2016.02 ~ 2016.05  더불어민주당 총선기획단 전략기획본부장 2016.02 ~ 2016.04  더불어민주당 중앙당전략공천관리위원회 위원 2016.02 ~ 2016.04  더불어민주당 중앙선거대책위원회 전략기획본부장 2016.01 ~ 2016.02  더불어민주당 뉴파티위원회 위원장 2012.02 ~ 2016.03  두문정치전략연구소 소장 2011.05 ~ 2011.12  민주정책연구원 상근부원장 2010.11 ~ 2011.05  민주당 전략기획위원회 부위원장 2010.09 ~ 2010.12 한신대학교 국제관계학부 외래교수 2010.03  서울디지털대학교 겸임교수 2008.06 ~ 2010.10  한국사회여론연구소 컨설팅 본부장, 부소장 2007.02 ~ 2008.05  국회의원 보좌관 2006.01 ~ 2007.02  국회 원내대표 비서실 부실장 2006.01 ~ 2007.02  국회 정책연구위원 2005.02 ~ 2007.01  대한핸드볼협회 관리이사 2004.05 ~ 2006.01  국회의원 보좌관 2002.12 ~ 2003.02  노무현 대통령당선자 비서실 전문위원 2002.09 ~ 2002.12  노무현 대통령후보 선거대책위원회 미디어선거특별본부 간사 2001.02 ~ 2001.09  21세기 문화정책위원회 사무국장 2000.05 ~ 2000.10  국회의원 보좌관 1999.03 ~ 2000.02  대통령 비서실 정책2 행정관 1998.01 ~ 1999.02  RCM 기획실장 1995.06 ~ 1997.05  정보화전략연구소 기획팀장 1994.02 ~ 1995.06  국회의원 비서관 1988.03 ~ 1989  한국정치연구회 운영위원, 섭외부 부장 ",null,null,2018  더불어민주당 국정감사 우수의원상 2017  더불어민주당 국정감사 우수의원상 2017  국정감사 NGO모니터단 국정감사 우수의원 2017  쿠키뉴스 국정감사 우수의원 2016  국정감사 NGO모니터단 국정감사 우수의원 2016  더불어민주당 국정감사 우수의원상 ,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=3009
20,20대의원,제18대(전북 익산갑) 민주당 제19대(전북 익산갑) 새정치민주연합 제20대(전북 익산갑) 더불어민주당 제22대(전북 익산갑) 더불어민주당,이춘석,李春錫,null,null,1963년 03월 07일,null,전북 익산,"·  이리 남성고등학교 ·  한양대학교 법학과 (학사) ·  원광대학교 법학대학원 (석사) ·  원광대학교 법학대학원 (박사과정수료) ·  제30회 사법시험 합격 ·  원광대학교 법학과 겸임교수 ·  전라북도변호사회 상임이사 ·  대통합민주신당 전락북도당 법률지원특별위원장 ·  대통합민주신당 제17대 대선 중앙선거대책위 조직위원회 부위원장 ·  전교조 익산지회 법률자문 ·  민주당 의원담당 부대표 ·  18대 국회 법제사법위원회 위원, 윤리특별위원회 간사, 운영위원회·예산결산특별위원회 위원 ·  민주당 대변인    국회 사무총장(현)",null,null,null,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=2634
20,20대의원,제20대국회의원(비례대표 ) 국민의당 제21대국회의원(비례대표 ) 국민의당,이태규,李泰珪,null,null,1964년 03월 22일,null,null,"천안중앙고등학교 한국항공대학교 항공경영학 학사 연세대학교 행정대학원 행정학 석사  2000. 국회사무처 입법보좌관 2004. 한나라당 여의도연구소 연구위원 2007. 이명박 경선대책위원회 기획단장 2007. 한나라당 대통령선거준비팀 전략기획 총괄간사 2007. 한나라당 대통령선거 중앙선거대책위원회 전략기획팀 팀장 2008. 대통령실 연설기록비서관 2008. KT 경제경영연구소 전무 2011. 새정치디자인연구소 소장 2012. 제18대 대통령선거 안철수 후보 짐심캠프 미래기획실장 2014. 새정치민주연합 사무부총장 2017. 국민의당 사무총장 2017. 국민의당 국민정책연구원 원장 2018. 바른미래당 사무총장 2020. 안철수신당(가칭)창당추진기획단 공동기획단장 2020. 국민의당 창당준비위원회 집행위원장 2020. 국민의당 사무총장 2020. 국민의당 총선기획단장, 최고위원 20대 국회 상임위-외교통일위원회(간사), 정보위원회(간사), 정무위원회, 공직자윤리위원회, 20대 국회 특위-정치발전특별위원회, 헌법개정특별위원회, 윤리특별위원회, 사법개혁특별위원회, 예산결산특별위원회",null,null,2017. 대한민국을 빛낸 21세기 한국인상 우수정치공로 부문 대상 2019. 국회의원 아름다운 말 선플상,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=2989
20,20대의원,제19대(경기 군포시) 새정치민주연합 제20대(경기 군포시을) 더불어민주당 제21대(경기 군포시 )더불어민주당 제22대(경기 군포시 )더불어민주당,이학영,李學永,null,null,1952년 04월 16일,null,null,순창농림고등학교  전남대학교 국어국문학과 학사  전남대학교 대학원 NGO학 박사과정 수료  순천YMCA 사무총장 한국YMCA전국연맹 사무총장 한국소비자단체협의회 이사 한국청소년단체협의회 이사 에너지시민연대 공동대표 희망제작소 이사 투명사회협약실천협의회 집행위원장 시민사회단체연대회의 상임공동대표 노무현재단 이사 민주통합당 중앙선거대책위원회 공동위원장 ,null,마음을 비추는 달 눈물도 아름다운 나이 사람의 바다 강 꿈꾸지 않는 날들의 슬픔,계간문예 신인상 농민신문사 문학상,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=2742
20,20대의원,제18대국회의원(인천 서·강화갑) 한나라당 제19대국회의원(인천 서·강화갑) 새누리당 제20대국회의원(인천 서구갑) 새누리당 ,이학재,李鶴宰,null,null,1964년 08월 19일,null,인천,"·  부평고등학교 ·  서울대학교 축산학과 (학사) ·  중앙대학교 대학원 도시 및 지역개발학과 (석사) ·  중앙대학교 대학원 경제학 (박사) ·  인천대학교 경영대학원 중국통상고위관리자과정 수료 ·  환경기술개발원 연구원 ·  내무부 지방행정연구원 근무 ·  한나라당 인천시지부 도시환경특별위원회 위원 ·  제3대 민선 인천시 서구 구청장 ·  인천시 서부교육청 유치 추진위원회 자문위원 ·  제4대 민선 인천 서구 구청장 (한나라당) ·  18대 국회 지식경제위원회, 국토해양위원회 위원 ·  한나라당 인천시당 조직위원장 ·  한나라당 홍보기획 부위원장 ·  한나라당 원내부대표 ·  한나라당 선거관리위원회 위원 ·  박근혜의원 비서실 실장",null,청년지도자의 실현과 꿈 `우리는 일하고 싶다` (공저),null,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=2636
20,20대의원,제13대국회의원(서울 관악을) 민주당 제14대국회의원(서울 관악을) 민주당 제15대국회의원(서울 관악을) 새정치국민회의 제16대국회의원(서울 관악을) 열린우리당 제17대국회의원(서울 관악을) 대통합민주신당 제19대국회의원(세종특별자치시 세종특별자치시) 새정치민주연합 제20대국회의원(세종특별자치시 세종특별자치시) 무소속 ,이해찬,李海瓚,null,null,1952년 07월 10일,전주,충남 청양,"용산고등학교(제22회) 서울대학교 섬유공학과 (입학) 서울대학교 사회학과 (학사) 광장서적 사장 돌베개출판사 설립(대표) 서울대복학생협의회 대표 민주개혁정치모임 이사 민주당 조순 서울시장후보 선거대책본부장 서울특별시 정무부시장 새정치국민회의 총선기획단 단장 한국아동,인구,환경의원연맹(CPE) 회장 제15대 대통령직인수위원회 정책분과위원회 간사 제38대 교육부(현 교육인적자원부) 장관 새천년민주당 남북정상회담지원특위위원장 국회 한.오스트리아친선협회 회장 새천년민주당 최고위원 `평화적 집회,시위문화 정착을 위한 민관 공동위원회` 공동위원장 열린우리당 국회개혁추진단 단장 제36대 국무총리 한일의원연맹 고문 광복60년기념사업추진위원회 공동위원장 대통령 정무특별보좌관 열린우리당 상임고문 열린우리당 동북아평화위원장 민주통합당 당대표 ",바둑,민주와 통일의 길목에서/도서출판 함께사는 세상 광주민주항쟁/도서출판 돌베개 문제는 리더다/메디치미디어 10명의 사람이 노무현을 말하다/오마이북 광장에서 길을 묻다/동녘,올해의환경인상 (환경기자클럽) 녹색정치인상 (환경운동연합) 황조근정훈장,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=2418
20,20대의원,제19대(부산 부산진구을) 새누리당 제20대(부산 부산진구을) 새누리당 제21대(부산 부산진구을) 미래통합당 제22대(부산 부산진구을) 국민의힘 ,이헌승,李憲昇,null,null,1963년 05월 11일,null,부산,"고려대학교 사회학, 경영학 학사 노스웨스턴대학교 대학원 사회학 석사 조지워싱턴대학교 대학원 정치관리학 석사 한국해양대학교대학원 무역학 박사과정 수료  2003. 한나라당 보좌관협의회 부회장 2007. 한나라당 박근혜 경선 수행부단장 2008. 부산시청 대외협력보좌관 2013. 새누리당 원내부대표 19대 국회 상임위-운영위원회, 국토교통위원회 2016. 새누리당 전략기획부총장 2019. 자유한국당 당대표 비서실장 20대 국회 상임위-국토교통위원회",null,null,2015. 연합매일신문 대한민국 의정대상 2016. 법률소비자연맹 29대 국회 종합헌정대상,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=2823
20,20대의원,제19대국회의원(경기 하남시) 새누리당 제20대국회의원(경기 하남시) 새누리당 ,이현재,李賢在,null,null,1949년 04월 25일,null,충청북도 보은,"한국산업기술대학교 경제학 명예박사 청주고등학교 연세대학교 전자공학 학사 서울대학교 대학원 행정학 석사 서던캘리포니아대학교행정대학원 행정학 석사 건국대학교 대학원 경영학 박사  청와대비서실 정무수석비서관실 과장 상공자원부 조선과, 총무과 과장 상공자원부 제철과 과장 통상산업부 기획예산담당관 통상산업부 공보관 산업자원부 전력심의관 통상산업부 전력심의관 주일본 대사관 참사관 산업자원부 산업기술국 국장 산업자원부 기획관리실 실장 대통령비서실 산업정책비서관 제9대 중소기업청 청장 한나라당 하남시당원협의회 당협위원장 한나라당 제2사무부총장 한나라당 정책위원회 국토해양정책조정 부위원장 새누리당 하남시당원협의회 당협위원장 제19대 국회지식경제위원회 위원, 산업통상자원위원회 위원 새누리당 원내부대표 국회 제18대 대통령직인수위원회 경제2분과 간사 새누리당 정책위원회 제4정책조정위원회 간사 새누리당 정책위의장 2022 하남시장",null,null,null,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=2731
20,20대의원,제17대국회의원(서울 서초갑) 한나라당 제18대국회의원(서울 서초갑) 한나라당 제20대국회의원(서울 서초갑) 새누리당 ,이혜훈,李惠薰,null,null,1964년 06월 15일,전주,부산 서면,·  미국 랜드(Rand)연구소 연구위원 ·  영국 레스터(Leicester)대학교 경제학과 교수 ·  한국보건경제학회 이사 ·  한국개발연구원(KDI) 연구위원 ·  유엔(UN) 정책자문위원 ·  경제협력개발기구(OECD) 한국대표 ·  국무총리실 노인보건복지대책위원회 위원 ·  재정경제부 자금세탁방지위원회 위원 ·  기획예산처 기금평가단 위원 ·  한나라당 대통령후보 특보 ·  한국사회보장학회 이사 ·  한나라당 중앙차세대여성위원회 위원장 ·  행정자치부 행정자치개혁위원회 위원 ·  21세기여성정치연합 울산시지부 지부장 ·  제16대 대통령선거 한나라당 대통령후보 정책특보 ·  연세대학교 동서문제연구원 연구교수 ·  한나라당 65 재보선 공천심사위원 ·  18대 국회 기획재정위원회 예결산소위원회 위원장,"기독교 / 독서,피아노연주","아래로부터의 정부개혁(공저)/박영사,재정운용의 현안과제와 개선방향(공저)/비봉출판사,경제사회여건변화와 재정의 대응역할(공저)/비봉출판사",21세기 최고의 한국인상 정치부문상,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=2640
20,20대의원,제20대(충북제천시단양군)더불어민주당,이후삼,李厚三,null,null,1969년 09월 18일,null,null,제천중학교 제천고등학교 청주대학교 회계학과 학사  이화영 국회의원 보좌관 참여정부평가포럼 운영팀장 더좋은민주주의연구소 기획팀장 더좋은민주주의연구소 사무국장 제6회 전국동시지방선거 안희정 충남도지사 후보 선거대책본부 상황실장 충청남도 도지사 정무비서관 새정치민주연합 정책위원회 부의장 사람사는 세상 노무현재단 기획위원 더불어민주당 정책위원회 부의장 더불어민주당 충청북도당 제천단양지역위원장 제19대 대통령선거 더불어민주당 문재인 후보 정무특보 더불어민주당 정당발전위원회 위원 더불어민주당 충청북도당 공직선거후보자추천관리위원장 제20대 국회의원 (충북 제천시단양군/더불어민주당) 제20대 국회 후반기 국토교통위원회 위원 제20대 국회 후반기 공직자윤리위원회 위원 ,null,null,null,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=3054
20,20대의원,제20대국회의원(서울 금천구) 더불어민주당 ,이훈,李薰,null,null,1965년 09월 06일,null,null,1984 ~ 1995  서강대학교 사학과 학사 1981 ~ 1984  대원고등학교  2020.05 ~  제20대 국회의원 (서울 금천구/더불어민주당) 2020.03 ~ 2020.05  제20대 국회의원 (서울 금천구/더불어시민당) 2018.07 ~   제20대 국회 후반기 산업통상자원중소벤처기업위원회 위원 2017.07  제20대 국회 전반기 산업통상자원중소벤처기업위원회 위원 2016.06 ~ 2017.07  제20대 국회 전반기 산업통상자원위원회 위원 2016.06  제20대 국회 전반기 운영위원회 위원 2016.05 ~ 2020.03  제20대 국회의원 (서울 금천구/더불어민주당) 2016.05 ~ 2018.05  더불어민주당 원내부대표 더불어민주당 당무혁신실 실장 제18대 대통령선거 민주통합당 문재인 후보 선거캠프 공보팀장 서울시장 박원순후보 선거대책위원회 정책특보 혁신과 통합을 위한 새정치모임 정책기획위원회 위원장 행동하는 양심 이사 민주당 정책위원회 부의장 청와대 국정상황실 실장 대통령비서실 비서실장실 비서관 대통령비서실 정책특보 비서관 대통령비서실 정책기획수석실 기획조정국장 대통령비서실 제1부속실 국장 새정치국민회의 김대중 총재 공보비서 국회의원 박지원 비서관 국회의원 박지원 비서 ,null,null,null,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=3000
20,20대의원,제19대국회의원(서울 도봉구갑) 새정치민주연합 제20대국회의원(서울 도봉구갑) 더불어민주당 제21대 (서울 도봉구갑)더불어민주당,인재근,印在謹,null,null,1953년 11월 11일,null,null,"인일여자고등학교  이화여자대학교 사회학과 	 민주화실천가족운동협의회 총무 민주헌법쟁취국민운동본부 상임집행위원 이화여자대학교 민주동우회 회장 서울민주통일민중운동연합 상임부의장, 의장 민주통합 시민행동 공동대표 따뜻한 한반도 사랑의 연탄나눔운동본부 이사 사랑의친구들 운영위원회 위원장 한반도재단 이사장 한국수양부모협회 후원회회장 한국뇌성마비부모회 고문",null,null,로버트케네디 인권상,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=2756
20,20대의원,제20대(비례대표 ) 새누리당 제21대(경북 상주시문경시)미래통합당 제22대(경북 상주시문경시)국민의힘,임이자,林利子,null,null,1964년 03월 05일,null,null,"화령고등학교 경기대학교 학사 고려대학교 노동대학원 석사  2009. 한국노동조합총연맹 경기본부 여성위원회 위원장, 상임부의장 2014. 한국노동조합총연맹 부위원장, 여성위원회 위원장 2016. 새누리당 일자리특별위원회 위원, 원내부대표 2017. 자유한국당 민생 AS센터 격차해소 분과위원장 2018. 자유한국당 한국 GM 실업위기대책특별위원회 간사, 2018. 자유한국당 6.13지방선거 중앙핵심공약개발단 노동환경복지혁신단 간사 2018. 자유한국당 경제파탄대책 특별위원회 위원 2018. 자유한국당 최저임금 TF 위원장 2018. 자유한국당 민생점검 TF 위원 20대 국회 소위원회-환경노동위원회 고용노동심사소위원장 20대 국회 상임위-환경노동위원회(간사) 20대 국회 특위-미세먼지대책특별위원회, 정치개혁특별위원회, 2019. 자유한국당 노동위원회 위원장",null,null,"2018~ 법률소비자연맹 제20대 국회 제2, 3차년도 헌정대상 2020. 국회 2019년도 입법 및 정책개발 우수 국회의원",null,http://www.rokps.or.kr/profile/profile_view.asp?idx=2987
20,20대의원,제20대(비례대표)바른미래당,임재훈,林哉勳,null,null,1966년 01월 01일,null,null,"연세대학교 행정대학원 정치학 석사   국회정책연구위원 민주당 조직, 홍보, 총무, 지방자치 국장 민주당 부대변인 민주정책연구원 부원장 민주당 조직사무부총장 새정치민주연합 조직사무부총장 새정치민주연합 제6회 전국동시지방선거 공직선거후보자추천관리위원회 위원 새정치민주연합 7·30 재보궐선거 공직선거후보자추천관리위원회 위원 새정치민주연합 사무부총장 새정치민주연합 조직본부 상근부본부장 더불어민주당 조직본부 상근부본부장 국민의당 조직사무부총장 국민의당 제20대 국회의원선거 공직선거후보자추천관리위원회 위원 국민의당 안철수 대표 특보단장 바른미래당 김관영 원내대표 비서실장 제20대 국회 후반기 교육위원회 간사 제20대 국회 후반기 교육위원회 청원심사소위원회 위원장  ",기독교,null,null,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=3060
20,20대의원,제20대국회의원(경기도 광주시을) 더불어민주당 제21대국회의원(경기 광주시을 )더불어민주당,임종성,林鍾聲,null,null,1965년 08월 05일,null,null,"경원전문대학 실내건축 한양대학교 행정자치대학원 석사  2002. 제29대 광주청년회의소 회장 2005. 민주당 중앙당 청년위원회 상임부위원장 2007. 경기도 광주시 청소년 오케스트라 단장 2008~ 제7, 8대 경기도의회 의원 2008. 경기도의회 교육위원회 간사 2010. 경기도의회 도시환경위원회 위원장 2010. 경기도의회 저탄소녹색성장연구회 회장 2010. 무상급식 실현 광주시운동본부 공동대표 2016~ 더불어민주당 부대변인, 정책위원회 부의장 2016. 국회 규제개혁 포럼 공동대표 2016~ 더불어민주당 국민통합위원회 상임부위원장, 도시농업발전특별위원회 위원장, 조직사무부총장 2018. 더불어민주당 4050특별위원회 위원장, 원내부대표20대 국회 상임위-국토교통위원회, 여성가족위원회, 운영위원회 20대 국회 특위-청년미래특별위원회, 예산결산특별위원회",null,null,2015. Global 기부문화공헌대상 정당인 봉사부문 대상 2016. 제4회 국제평화언론대상 의정발전공헌부문 대상 2016. 지방자치 TV 대한민국 의정대상,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=2998
20,20대의원,제18대국회의원(광주 남구) 민주당 제19대국회의원(광주 남구) 새정치민주연합 제20대국회의원(광주 동구남구갑) 국민의당 ,장병완,張秉浣,null,null,1952년 05월 05일,null,전남 곡성," ·  광주제일고등학교   ·  서울대학교 무역학과 (학사)   ·  미국 위스콘신대학교 대학원 공공정책학 (석사)   ·  제17회 행정고등고시 합격   ·  기획예산위원회 재정기획과 과장 (서기관)    ·  기획예산위원회 재정기획과 과장 (부이사관승진)    ·  기획예산위원회 총무과 과장   ·  예산청과 기획예산위원회가 기획예산처로 변경   ·  기획예산처 총무과 과장   ·  기획예산처 부이사관(KDI 파견, 국방대학원 파견)    ·  기획예산처 예산실 경제예산심의관, 기금정책국 국장, (새천년민주당 수석전문위원), (열린우리당 수석전문위원), 예산실 실장(관리관)     ·  제5대 기획예산처 차관   ·  제7대 기획예산처 장관   ·  경제사회발전노사정위원회 특별위원   ·  호남대학교 제10대 총장   ·  헌법재판소 자문위원회 위원   ·  민주당 정책위의장",천주교 / 테니스,null,null,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=2645
20,20대의원,제20대국회의원(경상북도 구미시을) 새누리당 ,장석춘,張錫春,null,null,1957년 08월 18일,null,null,1974 ~ 1977  청암고등학교 1971 ~ 1974  용궁중학교 1965 ~ 1971  용궁초등학교  2020.03 ~   제20대 국회의원 (경북 구미시을/미래한국당) 2020.02 ~ 2020.03  제20대 국회의원 (경북 구미시을/미래통합당) 2018.09 ~ 2019.08  자유한국당 경상북도당 위원장 2018.07 ~   제20대 국회 후반기 산업통상자원중소벤처기업위원회 위원 2018.07 ~   제20대 국회 후반기 운영위원회 위원 2017.07  자유한국당 노동위원장 2017.02 ~ 2020.02  제20대 국회의원 (경북 구미시을/자유한국당) 2016.06  제20대 국회 전반기 예산결산특별위원회 위원 2016.06  제20대 국회 전반기 환경노동위원회 위원 2016.05 ~ 2017.02  제20대 국회의원 (경북 구미시을/새누리당) 2015 ~ 2016.05  글로벌나눔네트워크 공동대표 2013 ~ 2016.05  미래고용노사네트워크 이사장 2012.05 ~ 2013.02  대통령 고용노동특별보좌관 2011 ~ 2013  국가인권위원회 정책자문위원 2009 ~ 2012  국립대한민국관 건립위원회 위원 2009 ~ 2011  민족화해협력 범국민협의회 상임의장 2008 ~ 2012  국가경쟁력강화위원회 민간위원 2008.05 ~ 2011.03  노사발전재단 공동이사장 2008.02 ~ 2011.01  한국노동조합총연맹 위원장 2007.05 ~ 2009.04  최저임금위원회 근로자위원 2007.05 ~ 2008.12  중앙노동위원회 근로자위원 2006.06 ~ 2010.03  경제사회발전 노사정위원회 위원 2006 ~ 2008.05  전국금속노동조합연맹 위원장 1999 ~ 2000  고려대학교 노동대학원 최고지도자과정 수료 1999 ~ 2008  LG전자 노동조합 위원장 1992 ~ 1999  LG전자 노동조합 구미2지부장 1981.10  금성사 입사,null,null,2012  금탑산업훈장 2002  은탑산업훈장 1996  국무총리상 ,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=2946
20,20대의원,제20대국회의원(비례대표 ) 국민의당,장정숙,張貞淑,null,null,1952년 01월 17일,null,null,연세대학교 교육대학원 석사 서울대학교 성악과 학사  2020.05 ~   국회 정보위원회 간사 2020.05 ~   국회 운영위원회 간사 2020.03 ~   민생당 원내대표 2020.03  민생당 중앙선거대책위원회 공동선대위원장 2020.02 ~ 2020.05  제20대 국회 후반기 행정안전위원회 간사 2020.02  민주통합의원모임 원내수석부대표 2020.01 ~ 2020.02  대안신당 원내대표 2020.01 ~ 2020.02  대안신당 최고위원 2020.01 ~ 2020.02  대안신당 수석대변인 2019.11 ~ 2020.01  대안신당(가칭) 창당준비위원회 창당기획단장 2019.07 ~   유네스코한국위원회 위원 2019.07 ~ 2019.11  변화와 희망의 대안정치연대 수석대변인 2019.05 ~ 2019.08  민주평화당 원내대변인 2019.05 ~ 2019.08  민주평화당 공보부대표 2019.04 ~ 2019.05  민주평화당 원내대표선거관리위원회 위원장 2019.02 ~ 2019.08  민주평화당 일제잔재문화청산특별위원회 위원장 2019.02 ~ 2019.08  민주평화당 5.18역사왜곡대책특별위원회 대변인 2018.09 ~ 2019.08  민주평화당 정책위원회 수석부의장 2018.07 ~   제20대 국회 후반기 보건복지위원회 위원 2018.03 ~ 2018.07  민주평화당 대변인 2018.02 ~ 2020.02  제20대 국회의원 (비례대표/바른미래당) 2018.01 ~ 2018.02  민주평화당 창당추진위원회 대변인 2017.07 ~ 2017.08  국민의당 전당대회준비위원회 홍보분과위원장 2017.06 ~ 2018.02  국민의당 조직강화특별위원회 위원 2017.05 ~ 2018.07  제20대 국회 전반기 교육문화체육관광위원회 위원 2017.05 ~ 2018.02  국민의당 원내대표 비서실장 2017.01 ~ 2017.05  국민의당 제1정책조정위원회 위원장 2016.07 ~ 2017.06  제20대 국회 지방재정분권특별위원회 간사 2016.06 ~ 2017.05  제20대 국회 전반기 안전행정위원회 위원 2016.06 ~ 2017.05  제20대 국회 전반기 운영위원회 위원 2016.05 ~ 2017.05  국민의당 원내대변인 2016.05 ~ 2018.02  국민의당 원내부대표 2013.06 ~ 2014.06  제8대 서울특별시의회 여성특별위원회 위원장 2010.11 ~ 2012.07  제8대 서울특별시의회 문화체육관광위원회 위원 2010.10 ~ 2011.10  제8대 서울특별시의회 해외문화재찾기특별위원회 위원 2010.08 ~ 2012.08  제8대 서울특별시의회 여성특별위원회 위원 2010.08 ~ 2011.08  제8대 서울특별시의회 윤리특별위원회 위원 2010.07 ~ 2010.11  제8대 서울특별시의회 문화관광위원회 위원 2010.07 ~ 2014.06  제8대 서울특별시의회 의원 2007.02 ~   아침을 여는 여성들의 평화모임 공동대표,null,null,2019  한국백만인클럽 최우수국회의원상 2019  법률소비자연맹 국회의원 헌정대상 2019  대한민국 미래를 여는 인물&산업대상 의정부문 2018  국정감사 NGO모니터단 국정감사 국리민복상 2018  한국을 빛낸 자랑스러운 인물대상 2018  여의도정책연구원 대한민국 지방자치평가연계 의정대상 2018  제1회 이용자보호대상 2018  민주평화당 국정감사 우수의원상 2017  제26회 대한민국 무궁화 대상 정치 부문 2017  법률소비자연맹 국회의원 헌정대상 2017  창조혁신 한국인 대상 의정활동혁신 부분 2017  국민의당 정책역량강화 의원워크숍 우수의원상 2016  국정감사 NGO모니터단 국정감사 우수의원 2016  대한뉴스 코리아 베스트 의정대상 2016  국민의당 정책역량강화 의원워크숍 우수의원상 ,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=2917
20,20대의원,"제18대국회의원(부산 사상)한나라당 제20대국회의원(부산 사상)무소속, 새누리당, 바른정당 제21대국회의원(부산 사상구)미래통합당 ",장제원,張濟元,null,null,1967년 04월 13일,null,부산,·  여의도고등학교  ·  중앙대학교 신문방송학과 (학사)  ·  중앙대학교 신문방송대학원 (석사)  ·  동서대학교 미디어센터 소장  ·  경남정보대학 방송영상과 교수  ·  KNN 영상문화원 원장  ·  부산국제영화제 후원회 운영위원장  ·  한나라당 중앙당 청년위원회 부위원장  ·  부산시양궁협회 회장  ·  선진국민연대 교육문화위원장  ·  사단법인 부산시산업장애인협회 상임고문  ·  대통령직인수위원회 사회교육문화분과위 상임자문위원  ·  18대 국회 행정안전위원회 위원  ·  18대 국회 정치개혁특별위원회 위원  ·  한나라당 원내부대표  ·  한나라당 선거관리위원회 위원  ·  18대 국회 국토해양위원회 위원,null,사람과 미디어(효민출판사),"교육인적자원부장관표창,부산광역시장표창,노동부장관표창",2025년 03월 31일,http://www.rokps.or.kr/profile/profile_view.asp?idx=2648
